din_instante,id_subsistema,nom_subsistema,id_estado,nom_estado,cod_modalidadeoperacao,nom_tipousina,nom_tipocombustivel,nom_usina,id_ons,ceg,val_geracao
"2022-03-06 02:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 03:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 03:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 03:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 04:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 04:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 04:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 05:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 05:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 05:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 06:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 06:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 06:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 07:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 07:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 07:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 08:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 08:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 08:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 09:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 09:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 09:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 10:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 10:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 10:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 11:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 11:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 11:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 12:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 12:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 12:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 13:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 13:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 13:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 14:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 14:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 14:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 15:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 15:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 15:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 16:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 16:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 16:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 17:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 17:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 17:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 18:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 18:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 18:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 19:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 19:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 19:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 20:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 20:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 20:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 21:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 21:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 21:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 22:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 22:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 22:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-06 23:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-06 23:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-06 23:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 00:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 00:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 00:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 01:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 01:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 01:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 02:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 02:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 02:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 03:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 03:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 03:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 04:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 04:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 04:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 05:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 05:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 05:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 06:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 06:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 06:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 07:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 07:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 07:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 08:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 08:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 08:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 09:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 09:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 09:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 10:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 10:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 10:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 11:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 11:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 11:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 12:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 12:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 12:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 13:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 13:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 13:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 14:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 14:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 14:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 15:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 15:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 15:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 16:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 16:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 16:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 17:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 17:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 17:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 18:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 18:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 18:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 19:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 19:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 19:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 20:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 20:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 20:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 21:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 21:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 21:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 22:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 22:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 22:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-07 23:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-07 23:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-07 23:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-08 00:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-08 00:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-08 00:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-08 01:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-08 01:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-08 01:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-08 02:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-08 02:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-08 02:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-08 03:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-08 03:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-08 03:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-08 04:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-08 04:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-08 04:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-08 05:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-08 05:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-08 05:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-08 06:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-08 06:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-08 06:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-08 07:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-08 07:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-08 07:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
"2022-03-08 08:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão III",MAUTM3,UTE.GN.MA.030800-5.01,0
"2022-03-08 08:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Maranhão IV",MAUTM4,UTE.GN.MA.030202-3.01,0
"2022-03-08 08:00:00",N,NORTE,MA,MARANHAO,"TIPO I",TÉRMICA,Gás,"Parnaíba IV",MAUTP4,UTE.GN.MA.031193-6.01,0
